left_path,right_path,MSU 3DColor 2017,MSU 3DColor 2017 Confidence,Use
Flickr1024/Test/0025_L.png,Flickr1024/Test/0025_R.png,3.453178,246.019196,False
Flickr1024/Test/0026_L.png,Flickr1024/Test/0026_R.png,2.289464,244.644516,False
Flickr1024/Test/0027_L.png,Flickr1024/Test/0027_R.png,3.673005,229.529922,False
Flickr1024/Test/0028_L.png,Flickr1024/Test/0028_R.png,4.188176,232.779037,False
Flickr1024/Test/0029_L.png,Flickr1024/Test/0029_R.png,4.545886,238.37822,False
Flickr1024/Test/0030_L.png,Flickr1024/Test/0030_R.png,2.750979,248.568527,False
Flickr1024/Test/0031_L.png,Flickr1024/Test/0031_R.png,2.033575,236.684555,True
Flickr1024/Test/0032_L.png,Flickr1024/Test/0032_R.png,3.761752,230.535065,False
Flickr1024/Test/0033_L.png,Flickr1024/Test/0033_R.png,3.505973,245.537476,False
Flickr1024/Test/0034_L.png,Flickr1024/Test/0034_R.png,1.959799,241.013,True
Flickr1024/Test/0035_L.png,Flickr1024/Test/0035_R.png,3.213998,245.317795,False
Flickr1024/Test/0036_L.png,Flickr1024/Test/0036_R.png,5.872531,231.263351,False
Flickr1024/Test/0037_L.png,Flickr1024/Test/0037_R.png,3.567023,243.681519,False
Flickr1024/Test/0038_L.png,Flickr1024/Test/0038_R.png,3.608639,233.532104,False
Flickr1024/Test/0039_L.png,Flickr1024/Test/0039_R.png,2.323173,237.047165,False
Flickr1024/Test/0040_L.png,Flickr1024/Test/0040_R.png,4.023602,247.106873,False
Flickr1024/Test/0041_L.png,Flickr1024/Test/0041_R.png,2.430867,248.032944,False
Flickr1024/Test/0042_L.png,Flickr1024/Test/0042_R.png,1.693371,249.361725,True
Flickr1024/Test/0043_L.png,Flickr1024/Test/0043_R.png,3.903182,246.43985,False
Flickr1024/Test/0044_L.png,Flickr1024/Test/0044_R.png,4.44594,233.732071,False
Flickr1024/Test/0045_L.png,Flickr1024/Test/0045_R.png,4.767303,220.389877,False
Flickr1024/Test/0046_L.png,Flickr1024/Test/0046_R.png,10.163045,225.833954,False
Flickr1024/Test/0047_L.png,Flickr1024/Test/0047_R.png,3.127388,222.90509,False
Flickr1024/Test/0048_L.png,Flickr1024/Test/0048_R.png,5.218285,221.001495,False
Flickr1024/Test/0049_L.png,Flickr1024/Test/0049_R.png,6.505901,243.250626,False
Flickr1024/Test/0050_L.png,Flickr1024/Test/0050_R.png,7.766458,250.280014,False
Flickr1024/Test/0051_L.png,Flickr1024/Test/0051_R.png,7.725119,177.067322,False
Flickr1024/Test/0052_L.png,Flickr1024/Test/0052_R.png,4.228017,236.705582,False
Flickr1024/Test/0053_L.png,Flickr1024/Test/0053_R.png,3.206325,240.957214,False
Flickr1024/Test/0054_L.png,Flickr1024/Test/0054_R.png,2.670647,248.016251,False
Flickr1024/Test/0055_L.png,Flickr1024/Test/0055_R.png,3.55334,247.540573,False
Flickr1024/Test/0056_L.png,Flickr1024/Test/0056_R.png,5.6801,236.139511,False
Flickr1024/Test/0057_L.png,Flickr1024/Test/0057_R.png,2.616283,252.001282,False
Flickr1024/Test/0058_L.png,Flickr1024/Test/0058_R.png,3.701028,249.429337,False
Flickr1024/Test/0059_L.png,Flickr1024/Test/0059_R.png,1.626294,249.231842,True
Flickr1024/Test/0060_L.png,Flickr1024/Test/0060_R.png,3.676918,224.040451,False
Flickr1024/Test/0061_L.png,Flickr1024/Test/0061_R.png,9.024339,187.791107,False
Flickr1024/Test/0062_L.png,Flickr1024/Test/0062_R.png,1.798038,247.800522,True
Flickr1024/Test/0063_L.png,Flickr1024/Test/0063_R.png,2.192642,238.636765,False
Flickr1024/Test/0064_L.png,Flickr1024/Test/0064_R.png,1.848234,239.017639,True
Flickr1024/Test/0065_L.png,Flickr1024/Test/0065_R.png,3.631911,246.000946,False
Flickr1024/Test/0066_L.png,Flickr1024/Test/0066_R.png,3.29559,246.941025,False
Flickr1024/Test/0067_L.png,Flickr1024/Test/0067_R.png,2.009266,245.854462,True
Flickr1024/Test/0068_L.png,Flickr1024/Test/0068_R.png,2.344144,246.505814,False
Flickr1024/Test/0069_L.png,Flickr1024/Test/0069_R.png,3.916936,243.351715,False
Flickr1024/Test/0070_L.png,Flickr1024/Test/0070_R.png,8.199528,249.650299,False
Flickr1024/Test/0071_L.png,Flickr1024/Test/0071_R.png,2.178793,244.042191,False
Flickr1024/Test/0072_L.png,Flickr1024/Test/0072_R.png,3.004483,249.901001,False
Flickr1024/Test/0073_L.png,Flickr1024/Test/0073_R.png,2.83606,242.856003,False
Flickr1024/Test/0074_L.png,Flickr1024/Test/0074_R.png,1.958704,242.571884,True
Flickr1024/Test/0075_L.png,Flickr1024/Test/0075_R.png,3.98192,248.580322,False
Flickr1024/Test/0076_L.png,Flickr1024/Test/0076_R.png,2.32765,250.562332,False
Flickr1024/Test/0077_L.png,Flickr1024/Test/0077_R.png,7.230989,231.285477,False
Flickr1024/Test/0078_L.png,Flickr1024/Test/0078_R.png,10.95475,247.588135,False
Flickr1024/Test/0079_L.png,Flickr1024/Test/0079_R.png,1.344493,250.965454,True
Flickr1024/Test/0080_L.png,Flickr1024/Test/0080_R.png,2.477776,240.27034,False
Flickr1024/Test/0081_L.png,Flickr1024/Test/0081_R.png,2.511658,237.729233,False
Flickr1024/Test/0082_L.png,Flickr1024/Test/0082_R.png,1.4892,247.160233,True
Flickr1024/Test/0083_L.png,Flickr1024/Test/0083_R.png,3.082381,236.73027,False
Flickr1024/Test/0084_L.png,Flickr1024/Test/0084_R.png,1.84948,237.066315,True
Flickr1024/Test/0085_L.png,Flickr1024/Test/0085_R.png,2.677125,232.257019,False
Flickr1024/Test/0086_L.png,Flickr1024/Test/0086_R.png,0.426163,248.14975,True
Flickr1024/Test/0087_L.png,Flickr1024/Test/0087_R.png,4.09041,228.787201,False
Flickr1024/Test/0088_L.png,Flickr1024/Test/0088_R.png,1.02669,245.136658,True
Flickr1024/Test/0089_L.png,Flickr1024/Test/0089_R.png,1.498155,216.147812,False
Flickr1024/Test/0090_L.png,Flickr1024/Test/0090_R.png,1.515898,244.425644,True
Flickr1024/Test/0091_L.png,Flickr1024/Test/0091_R.png,1.597501,239.689636,True
Flickr1024/Test/0092_L.png,Flickr1024/Test/0092_R.png,2.599598,247.96048,False
Flickr1024/Test/0093_L.png,Flickr1024/Test/0093_R.png,1.904056,237.807159,True
Flickr1024/Test/0094_L.png,Flickr1024/Test/0094_R.png,21.186182,188.890228,False
Flickr1024/Test/0095_L.png,Flickr1024/Test/0095_R.png,4.403335,247.746231,False
Flickr1024/Test/0096_L.png,Flickr1024/Test/0096_R.png,3.668237,248.092697,False
Flickr1024/Test/0097_L.png,Flickr1024/Test/0097_R.png,3.602451,244.209305,False
Flickr1024/Test/0098_L.png,Flickr1024/Test/0098_R.png,2.069708,237.529968,True
Flickr1024/Test/0099_L.png,Flickr1024/Test/0099_R.png,3.738335,242.947067,False
Flickr1024/Test/0100_L.png,Flickr1024/Test/0100_R.png,4.39581,249.300217,False
Flickr1024/Test/0101_L.png,Flickr1024/Test/0101_R.png,4.933223,250.70665,False
Flickr1024/Test/0102_L.png,Flickr1024/Test/0102_R.png,14.053593,199.861237,False
Flickr1024/Test/0103_L.png,Flickr1024/Test/0103_R.png,2.730946,239.59198,False
Flickr1024/Test/0104_L.png,Flickr1024/Test/0104_R.png,2.471041,252.945221,False
Flickr1024/Test/0105_L.png,Flickr1024/Test/0105_R.png,4.2692,251.824585,False
Flickr1024/Test/0106_L.png,Flickr1024/Test/0106_R.png,3.567062,246.581055,False
Flickr1024/Test/0107_L.png,Flickr1024/Test/0107_R.png,6.826745,221.796219,False
Flickr1024/Test/0108_L.png,Flickr1024/Test/0108_R.png,3.044666,250.456848,False
Flickr1024/Test/0109_L.png,Flickr1024/Test/0109_R.png,2.61489,225.374222,False
Flickr1024/Test/0110_L.png,Flickr1024/Test/0110_R.png,2.495077,241.612076,False
Flickr1024/Test/0111_L.png,Flickr1024/Test/0111_R.png,3.429827,244.212296,False
Flickr1024/Test/0112_L.png,Flickr1024/Test/0112_R.png,1.416186,224.492279,False
Flickr1024/Train/0001_L.png,Flickr1024/Train/0001_R.png,4.393327,245.974213,False
Flickr1024/Train/0002_L.png,Flickr1024/Train/0002_R.png,2.493207,248.733932,False
Flickr1024/Train/0003_L.png,Flickr1024/Train/0003_R.png,7.234881,165.396149,False
Flickr1024/Train/0004_L.png,Flickr1024/Train/0004_R.png,3.204897,242.796585,False
Flickr1024/Train/0005_L.png,Flickr1024/Train/0005_R.png,2.415007,249.102341,False
Flickr1024/Train/0006_L.png,Flickr1024/Train/0006_R.png,1.104116,240.774231,True
Flickr1024/Train/0007_L.png,Flickr1024/Train/0007_R.png,3.029542,247.825424,False
Flickr1024/Train/0008_L.png,Flickr1024/Train/0008_R.png,2.59251,231.428543,False
Flickr1024/Train/0009_L.png,Flickr1024/Train/0009_R.png,5.000114,238.005951,False
Flickr1024/Train/0010_L.png,Flickr1024/Train/0010_R.png,9.024002,242.186707,False
Flickr1024/Train/0011_L.png,Flickr1024/Train/0011_R.png,4.848655,235.093277,False
Flickr1024/Train/0012_L.png,Flickr1024/Train/0012_R.png,2.142328,243.35733,False
Flickr1024/Train/0013_L.png,Flickr1024/Train/0013_R.png,2.637226,238.280731,False
Flickr1024/Train/0014_L.png,Flickr1024/Train/0014_R.png,3.50253,206.026535,False
Flickr1024/Train/0015_L.png,Flickr1024/Train/0015_R.png,2.432314,238.715454,False
Flickr1024/Train/0016_L.png,Flickr1024/Train/0016_R.png,3.49569,242.693466,False
Flickr1024/Train/0017_L.png,Flickr1024/Train/0017_R.png,3.516084,189.77066,False
Flickr1024/Train/0018_L.png,Flickr1024/Train/0018_R.png,3.641363,247.279922,False
Flickr1024/Train/0019_L.png,Flickr1024/Train/0019_R.png,1.203777,225.327408,False
Flickr1024/Train/0020_L.png,Flickr1024/Train/0020_R.png,2.555983,225.753357,False
Flickr1024/Train/0021_L.png,Flickr1024/Train/0021_R.png,7.415353,173.602768,False
Flickr1024/Train/0022_L.png,Flickr1024/Train/0022_R.png,4.066137,235.74382,False
Flickr1024/Train/0023_L.png,Flickr1024/Train/0023_R.png,2.766165,247.807312,False
Flickr1024/Train/0024_L.png,Flickr1024/Train/0024_R.png,4.303745,232.587524,False
Flickr1024/Train/0025_L.png,Flickr1024/Train/0025_R.png,0.059984,228.356842,False
Flickr1024/Train/0026_L.png,Flickr1024/Train/0026_R.png,7.77158,244.246384,False
Flickr1024/Train/0027_L.png,Flickr1024/Train/0027_R.png,8.78827,207.192612,False
Flickr1024/Train/0028_L.png,Flickr1024/Train/0028_R.png,1.869205,232.988144,True
Flickr1024/Train/0029_L.png,Flickr1024/Train/0029_R.png,3.302238,239.329727,False
Flickr1024/Train/0030_L.png,Flickr1024/Train/0030_R.png,4.143266,165.818192,False
Flickr1024/Train/0031_L.png,Flickr1024/Train/0031_R.png,0.234475,203.10878,False
Flickr1024/Train/0032_L.png,Flickr1024/Train/0032_R.png,2.678999,231.972595,False
Flickr1024/Train/0033_L.png,Flickr1024/Train/0033_R.png,1.322704,250.353607,True
Flickr1024/Train/0034_L.png,Flickr1024/Train/0034_R.png,1.740889,237.36647,True
Flickr1024/Train/0035_L.png,Flickr1024/Train/0035_R.png,2.051509,231.699814,True
Flickr1024/Train/0036_L.png,Flickr1024/Train/0036_R.png,2.303074,248.510269,False
Flickr1024/Train/0037_L.png,Flickr1024/Train/0037_R.png,4.905287,238.491425,False
Flickr1024/Train/0038_L.png,Flickr1024/Train/0038_R.png,2.840131,247.759735,False
Flickr1024/Train/0039_L.png,Flickr1024/Train/0039_R.png,2.010146,246.468719,True
Flickr1024/Train/0040_L.png,Flickr1024/Train/0040_R.png,2.213625,245.695145,False
Flickr1024/Train/0041_L.png,Flickr1024/Train/0041_R.png,2.821266,245.401917,False
Flickr1024/Train/0042_L.png,Flickr1024/Train/0042_R.png,3.934128,242.233459,False
Flickr1024/Train/0043_L.png,Flickr1024/Train/0043_R.png,1.511442,249.934891,True
Flickr1024/Train/0044_L.png,Flickr1024/Train/0044_R.png,2.390315,242.607758,False
Flickr1024/Train/0045_L.png,Flickr1024/Train/0045_R.png,1.44241,227.06636,False
Flickr1024/Train/0046_L.png,Flickr1024/Train/0046_R.png,3.762159,237.952026,False
Flickr1024/Train/0047_L.png,Flickr1024/Train/0047_R.png,3.159259,245.856049,False
Flickr1024/Train/0048_L.png,Flickr1024/Train/0048_R.png,1.974722,159.100479,False
Flickr1024/Train/0049_L.png,Flickr1024/Train/0049_R.png,4.722228,240.013504,False
Flickr1024/Train/0050_L.png,Flickr1024/Train/0050_R.png,3.821433,243.955002,False
Flickr1024/Train/0051_L.png,Flickr1024/Train/0051_R.png,2.548894,244.11409,False
Flickr1024/Train/0052_L.png,Flickr1024/Train/0052_R.png,2.577299,250.5336,False
Flickr1024/Train/0053_L.png,Flickr1024/Train/0053_R.png,3.012605,174.46666,False
Flickr1024/Train/0054_L.png,Flickr1024/Train/0054_R.png,2.203043,242.519302,False
Flickr1024/Train/0055_L.png,Flickr1024/Train/0055_R.png,1.764879,248.109863,True
Flickr1024/Train/0056_L.png,Flickr1024/Train/0056_R.png,4.341805,250.656479,False
Flickr1024/Train/0057_L.png,Flickr1024/Train/0057_R.png,3.550402,248.990234,False
Flickr1024/Train/0058_L.png,Flickr1024/Train/0058_R.png,6.625643,198.934677,False
Flickr1024/Train/0059_L.png,Flickr1024/Train/0059_R.png,4.04309,243.950531,False
Flickr1024/Train/0060_L.png,Flickr1024/Train/0060_R.png,2.397087,234.502914,False
Flickr1024/Train/0061_L.png,Flickr1024/Train/0061_R.png,2.452903,239.035751,False
Flickr1024/Train/0062_L.png,Flickr1024/Train/0062_R.png,3.044754,243.199539,False
Flickr1024/Train/0063_L.png,Flickr1024/Train/0063_R.png,2.692012,219.491776,False
Flickr1024/Train/0064_L.png,Flickr1024/Train/0064_R.png,3.937792,243.274048,False
Flickr1024/Train/0065_L.png,Flickr1024/Train/0065_R.png,0.231404,243.651627,True
Flickr1024/Train/0066_L.png,Flickr1024/Train/0066_R.png,4.200682,240.682678,False
Flickr1024/Train/0067_L.png,Flickr1024/Train/0067_R.png,3.454509,243.238907,False
Flickr1024/Train/0068_L.png,Flickr1024/Train/0068_R.png,1.651766,246.610718,True
Flickr1024/Train/0069_L.png,Flickr1024/Train/0069_R.png,3.836853,242.041565,False
Flickr1024/Train/0070_L.png,Flickr1024/Train/0070_R.png,2.579086,242.735825,False
Flickr1024/Train/0071_L.png,Flickr1024/Train/0071_R.png,8.209437,246.415253,False
Flickr1024/Train/0072_L.png,Flickr1024/Train/0072_R.png,3.768624,243.574783,False
Flickr1024/Train/0073_L.png,Flickr1024/Train/0073_R.png,3.690977,236.993515,False
Flickr1024/Train/0074_L.png,Flickr1024/Train/0074_R.png,4.877859,234.969574,False
Flickr1024/Train/0075_L.png,Flickr1024/Train/0075_R.png,3.982743,241.898422,False
Flickr1024/Train/0076_L.png,Flickr1024/Train/0076_R.png,5.791578,163.234467,False
Flickr1024/Train/0077_L.png,Flickr1024/Train/0077_R.png,3.141926,247.835175,False
Flickr1024/Train/0078_L.png,Flickr1024/Train/0078_R.png,5.073065,232.324844,False
Flickr1024/Train/0079_L.png,Flickr1024/Train/0079_R.png,3.672226,253.377441,False
Flickr1024/Train/0080_L.png,Flickr1024/Train/0080_R.png,4.101978,241.138229,False
Flickr1024/Train/0081_L.png,Flickr1024/Train/0081_R.png,2.663016,248.082626,False
Flickr1024/Train/0082_L.png,Flickr1024/Train/0082_R.png,3.066147,248.249847,False
Flickr1024/Train/0083_L.png,Flickr1024/Train/0083_R.png,4.98451,249.020889,False
Flickr1024/Train/0084_L.png,Flickr1024/Train/0084_R.png,3.00686,242.744064,False
Flickr1024/Train/0085_L.png,Flickr1024/Train/0085_R.png,2.967728,214.815643,False
Flickr1024/Train/0086_L.png,Flickr1024/Train/0086_R.png,3.299846,245.757401,False
Flickr1024/Train/0087_L.png,Flickr1024/Train/0087_R.png,4.395924,242.18718,False
Flickr1024/Train/0088_L.png,Flickr1024/Train/0088_R.png,2.757881,166.861374,False
Flickr1024/Train/0089_L.png,Flickr1024/Train/0089_R.png,5.569121,197.937424,False
Flickr1024/Train/0090_L.png,Flickr1024/Train/0090_R.png,2.458641,241.963837,False
Flickr1024/Train/0091_L.png,Flickr1024/Train/0091_R.png,3.941009,214.839325,False
Flickr1024/Train/0092_L.png,Flickr1024/Train/0092_R.png,3.712263,239.56163,False
Flickr1024/Train/0093_L.png,Flickr1024/Train/0093_R.png,12.564379,175.339417,False
Flickr1024/Train/0094_L.png,Flickr1024/Train/0094_R.png,1.866385,251.383743,True
Flickr1024/Train/0095_L.png,Flickr1024/Train/0095_R.png,6.689755,236.989227,False
Flickr1024/Train/0096_L.png,Flickr1024/Train/0096_R.png,2.445158,245.191895,False
Flickr1024/Train/0097_L.png,Flickr1024/Train/0097_R.png,5.121899,159.664886,False
Flickr1024/Train/0098_L.png,Flickr1024/Train/0098_R.png,9.579432,229.159576,False
Flickr1024/Train/0099_L.png,Flickr1024/Train/0099_R.png,3.149285,229.351959,False
Flickr1024/Train/0100_L.png,Flickr1024/Train/0100_R.png,2.018712,239.489532,True
Flickr1024/Train/0101_L.png,Flickr1024/Train/0101_R.png,1.557908,162.452103,False
Flickr1024/Train/0102_L.png,Flickr1024/Train/0102_R.png,6.628102,242.924393,False
Flickr1024/Train/0103_L.png,Flickr1024/Train/0103_R.png,7.785349,222.123413,False
Flickr1024/Train/0104_L.png,Flickr1024/Train/0104_R.png,3.244217,247.895309,False
Flickr1024/Train/0105_L.png,Flickr1024/Train/0105_R.png,3.885665,249.34584,False
Flickr1024/Train/0106_L.png,Flickr1024/Train/0106_R.png,3.030421,250.299591,False
Flickr1024/Train/0107_L.png,Flickr1024/Train/0107_R.png,9.378448,180.017197,False
Flickr1024/Train/0108_L.png,Flickr1024/Train/0108_R.png,2.090381,239.442947,False
Flickr1024/Train/0109_L.png,Flickr1024/Train/0109_R.png,1.870474,244.094666,True
Flickr1024/Train/0110_L.png,Flickr1024/Train/0110_R.png,3.126063,246.423248,False
Flickr1024/Train/0111_L.png,Flickr1024/Train/0111_R.png,3.053822,248.259094,False
Flickr1024/Train/0112_L.png,Flickr1024/Train/0112_R.png,3.14048,243.443558,False
Flickr1024/Train/0113_L.png,Flickr1024/Train/0113_R.png,2.928213,253.143311,False
Flickr1024/Train/0114_L.png,Flickr1024/Train/0114_R.png,2.9821,236.169235,False
Flickr1024/Train/0115_L.png,Flickr1024/Train/0115_R.png,2.649422,247.386215,False
Flickr1024/Train/0116_L.png,Flickr1024/Train/0116_R.png,6.981032,239.273682,False
Flickr1024/Train/0117_L.png,Flickr1024/Train/0117_R.png,1.53887,241.276855,True
Flickr1024/Train/0118_L.png,Flickr1024/Train/0118_R.png,4.992466,244.795822,False
Flickr1024/Train/0119_L.png,Flickr1024/Train/0119_R.png,4.000842,246.259872,False
Flickr1024/Train/0120_L.png,Flickr1024/Train/0120_R.png,3.755516,246.962448,False
Flickr1024/Train/0121_L.png,Flickr1024/Train/0121_R.png,3.459376,241.675003,False
Flickr1024/Train/0122_L.png,Flickr1024/Train/0122_R.png,1.330959,247.021225,True
Flickr1024/Train/0123_L.png,Flickr1024/Train/0123_R.png,4.525455,234.810989,False
Flickr1024/Train/0124_L.png,Flickr1024/Train/0124_R.png,5.77796,236.965439,False
Flickr1024/Train/0125_L.png,Flickr1024/Train/0125_R.png,4.967422,243.425659,False
Flickr1024/Train/0126_L.png,Flickr1024/Train/0126_R.png,4.233934,233.867691,False
Flickr1024/Train/0127_L.png,Flickr1024/Train/0127_R.png,3.463898,235.851715,False
Flickr1024/Train/0128_L.png,Flickr1024/Train/0128_R.png,2.199095,245.117264,False
Flickr1024/Train/0129_L.png,Flickr1024/Train/0129_R.png,4.580222,240.236786,False
Flickr1024/Train/0130_L.png,Flickr1024/Train/0130_R.png,3.33547,245.432007,False
Flickr1024/Train/0131_L.png,Flickr1024/Train/0131_R.png,4.30225,245.104675,False
Flickr1024/Train/0132_L.png,Flickr1024/Train/0132_R.png,4.222666,243.249313,False
Flickr1024/Train/0133_L.png,Flickr1024/Train/0133_R.png,3.119384,242.935226,False
Flickr1024/Train/0134_L.png,Flickr1024/Train/0134_R.png,1.307004,250.088669,True
Flickr1024/Train/0135_L.png,Flickr1024/Train/0135_R.png,2.872478,250.321716,False
Flickr1024/Train/0136_L.png,Flickr1024/Train/0136_R.png,5.146286,203.816498,False
Flickr1024/Train/0137_L.png,Flickr1024/Train/0137_R.png,2.554051,251.042343,False
Flickr1024/Train/0138_L.png,Flickr1024/Train/0138_R.png,0.605069,245.175797,True
Flickr1024/Train/0139_L.png,Flickr1024/Train/0139_R.png,2.933119,242.746063,False
Flickr1024/Train/0140_L.png,Flickr1024/Train/0140_R.png,1.476323,249.645798,True
Flickr1024/Train/0141_L.png,Flickr1024/Train/0141_R.png,3.899041,236.769485,False
Flickr1024/Train/0142_L.png,Flickr1024/Train/0142_R.png,3.813614,250.403732,False
Flickr1024/Train/0143_L.png,Flickr1024/Train/0143_R.png,4.917203,126.933792,False
Flickr1024/Train/0144_L.png,Flickr1024/Train/0144_R.png,2.137824,247.62352,False
Flickr1024/Train/0145_L.png,Flickr1024/Train/0145_R.png,14.322087,185.781677,False
Flickr1024/Train/0146_L.png,Flickr1024/Train/0146_R.png,14.466208,205.307831,False
Flickr1024/Train/0147_L.png,Flickr1024/Train/0147_R.png,3.236722,240.86586,False
Flickr1024/Train/0148_L.png,Flickr1024/Train/0148_R.png,2.223683,249.01059,False
Flickr1024/Train/0149_L.png,Flickr1024/Train/0149_R.png,3.1476,235.638306,False
Flickr1024/Train/0150_L.png,Flickr1024/Train/0150_R.png,2.750026,232.437134,False
Flickr1024/Train/0151_L.png,Flickr1024/Train/0151_R.png,4.545149,245.482529,False
Flickr1024/Train/0152_L.png,Flickr1024/Train/0152_R.png,4.00161,235.899963,False
Flickr1024/Train/0153_L.png,Flickr1024/Train/0153_R.png,4.598208,239.156555,False
Flickr1024/Train/0154_L.png,Flickr1024/Train/0154_R.png,3.179097,240.203217,False
Flickr1024/Train/0155_L.png,Flickr1024/Train/0155_R.png,3.281452,235.743149,False
Flickr1024/Train/0156_L.png,Flickr1024/Train/0156_R.png,2.652063,231.716171,False
Flickr1024/Train/0157_L.png,Flickr1024/Train/0157_R.png,2.021206,218.642975,False
Flickr1024/Train/0158_L.png,Flickr1024/Train/0158_R.png,3.632684,244.182693,False
Flickr1024/Train/0159_L.png,Flickr1024/Train/0159_R.png,4.17141,244.568726,False
Flickr1024/Train/0160_L.png,Flickr1024/Train/0160_R.png,4.983395,246.885391,False
Flickr1024/Train/0161_L.png,Flickr1024/Train/0161_R.png,2.42831,241.501602,False
Flickr1024/Train/0162_L.png,Flickr1024/Train/0162_R.png,2.686833,246.112122,False
Flickr1024/Train/0163_L.png,Flickr1024/Train/0163_R.png,5.280006,220.144836,False
Flickr1024/Train/0164_L.png,Flickr1024/Train/0164_R.png,3.12326,234.418091,False
Flickr1024/Train/0165_L.png,Flickr1024/Train/0165_R.png,3.999189,244.39917,False
Flickr1024/Train/0166_L.png,Flickr1024/Train/0166_R.png,3.288167,247.224503,False
Flickr1024/Train/0167_L.png,Flickr1024/Train/0167_R.png,3.362377,247.415787,False
Flickr1024/Train/0168_L.png,Flickr1024/Train/0168_R.png,4.845247,250.267868,False
Flickr1024/Train/0169_L.png,Flickr1024/Train/0169_R.png,3.242005,242.858566,False
Flickr1024/Train/0170_L.png,Flickr1024/Train/0170_R.png,2.953044,250.107224,False
Flickr1024/Train/0171_L.png,Flickr1024/Train/0171_R.png,3.017754,235.874161,False
Flickr1024/Train/0172_L.png,Flickr1024/Train/0172_R.png,2.006525,247.889023,True
Flickr1024/Train/0173_L.png,Flickr1024/Train/0173_R.png,5.745471,248.333389,False
Flickr1024/Train/0174_L.png,Flickr1024/Train/0174_R.png,3.118889,238.727631,False
Flickr1024/Train/0175_L.png,Flickr1024/Train/0175_R.png,2.346878,240.470703,False
Flickr1024/Train/0176_L.png,Flickr1024/Train/0176_R.png,5.169637,243.995453,False
Flickr1024/Train/0177_L.png,Flickr1024/Train/0177_R.png,2.192575,252.027542,False
Flickr1024/Train/0178_L.png,Flickr1024/Train/0178_R.png,6.662203,178.643326,False
Flickr1024/Train/0179_L.png,Flickr1024/Train/0179_R.png,1.813407,168.230042,False
Flickr1024/Train/0180_L.png,Flickr1024/Train/0180_R.png,2.228518,244.933777,False
Flickr1024/Train/0181_L.png,Flickr1024/Train/0181_R.png,3.655833,246.411041,False
Flickr1024/Train/0182_L.png,Flickr1024/Train/0182_R.png,2.966126,240.978043,False
Flickr1024/Train/0183_L.png,Flickr1024/Train/0183_R.png,3.021387,250.748856,False
Flickr1024/Train/0184_L.png,Flickr1024/Train/0184_R.png,6.936393,232.405746,False
Flickr1024/Train/0185_L.png,Flickr1024/Train/0185_R.png,2.525719,251.709869,False
Flickr1024/Train/0186_L.png,Flickr1024/Train/0186_R.png,5.943501,242.178787,False
Flickr1024/Train/0187_L.png,Flickr1024/Train/0187_R.png,3.029945,242.816086,False
Flickr1024/Train/0188_L.png,Flickr1024/Train/0188_R.png,7.853848,238.609344,False
Flickr1024/Train/0189_L.png,Flickr1024/Train/0189_R.png,2.910359,252.880875,False
Flickr1024/Train/0190_L.png,Flickr1024/Train/0190_R.png,2.96982,239.053574,False
